Category,Product,City,Order Date,Sales,Discount,Profit
Oil & Masala,Masalas,Kanyakumari,2016-12-25,1013,0.24,243.12
Snacks,Noodles,Madurai,2017-12-23,1318,0.28,329.5
"Eggs, Meat & Fish",Chicken,Namakkal,2015-12-16,1655,0.35,513.05
Bakery,Biscuits,Dindigul,2017-06-30,951,0.2,275.79
Snacks,Cookies,Tirunelveli,2017-02-02,723,0.32,122.91
Bakery,Cakes,Karur,2015-06-09,697,0.22,132.43
Beverages,Health Drinks,Cumbum,2018-12-29,1161,0.28,301.86
Food Grains,Dals & Pulses,Namakkal,2015-12-19,2279,0.19,592.54
Bakery,Biscuits,Tirunelveli,2015-12-23,1995,0.13,778.05
Fruits & Veggies,Fresh Fruits,Tenkasi,2017-08-15,623,0.32,199.36
Fruits & Veggies,Fresh Fruits,Dharmapuri,2018-08-23,660,0.21,59.4
Fruits & Veggies,Organic Vegetables,Chennai,2018-11-06,2152,0.26,215.2
Beverages,Health Drinks,Karur,2018-07-27,2255,0.19,473.55
Food Grains,Dals & Pulses,Namakkal,2015-01-21,2312,0.26,485.52
Beverages,Health Drinks,Tenkasi,2018-10-28,717,0.26,301.14
Bakery,Cakes,Dindigul,2015-08-08,1234,0.35,61.7
Snacks,Cookies,Ooty,2018-07-27,2487,0.16,696.36
Bakery,Biscuits,Krishnagiri,2016-01-28,2223,0.23,955.89
Bakery,Cakes,Ooty,2015-08-29,1541,0.32,600.99
Oil & Masala,Spices,Krishnagiri,2017-01-30,504,0.1,55.44
Bakery,Breads & Buns,Namakkal,2018-03-19,1941,0.24,756.99
"Eggs, Meat & Fish",Mutton,Karur,2015-03-24,1758,0.2,158.22
Bakery,Biscuits,Vellore,2018-04-23,698,0.31,300.14
Fruits & Veggies,Fresh Fruits,Tirunelveli,2015-12-15,777,0.35,209.79
Snacks,Cookies,Cumbum,2016-03-16,943,0.16,235.75
Oil & Masala,Spices,Madurai,2018-06-11,1195,0.16,298.75
"Eggs, Meat & Fish",Chicken,Krishnagiri,2015-12-12,2230,0.29,802.8
Fruits & Veggies,Organic Fruits,Nagercoil,2015-12-12,1889,0.27,302.24
Snacks,Cookies,Pudukottai,2016-03-29,2424,0.25,896.88
"Eggs, Meat & Fish",Fish,Ramanadhapuram,2018-08-03,1710,0.33,307.8
Food Grains,Rice,Tenkasi,2017-04-22,2337,0.26,210.33
"Eggs, Meat & Fish",Eggs,Vellore,2018-06-17,1074,0.12,311.46
Fruits & Veggies,Organic Vegetables,Coimbatore,2017-07-17,2115,0.18,803.7
Fruits & Veggies,Organic Fruits,Virudhunagar,2018-07-27,541,0.13,27.05
Oil & Masala,Masalas,Dindigul,2017-05-16,723,0.2,253.05
Food Grains,Atta & Flour,Dindigul,2017-11-11,1261,0.2,226.98
Food Grains,Atta & Flour,Madurai,2016-06-09,2359,0.28,518.98
"Eggs, Meat & Fish",Fish,Salem,2016-11-30,1385,0.12,110.8
Beverages,Health Drinks,Virudhunagar,2015-10-26,1388,0.26,471.92
Snacks,Cookies,Perambalur,2018-12-10,563,0.35,95.71
Food Grains,Atta & Flour,Kanyakumari,2018-06-25,1063,0.2,95.67
Food Grains,Rice,Bodi,2016-07-25,2331,0.12,1025.64
Bakery,Biscuits,Namakkal,2018-03-30,2159,0.31,734.06
"Eggs, Meat & Fish",Mutton,Bodi,2017-01-10,1299,0.29,389.7
Food Grains,Atta & Flour,Namakkal,2017-07-17,1395,0.1,571.95
Oil & Masala,Masalas,Madurai,2015-06-03,799,0.26,263.67
Fruits & Veggies,Fresh Vegetables,Dindigul,2018-04-23,2033,0.15,162.64
Oil & Masala,Edible Oil & Ghee,Dharmapuri,2015-07-25,500,0.11,220.0
Oil & Masala,Spices,Tenkasi,2017-11-10,722,0.27,173.28
Oil & Masala,Edible Oil & Ghee,Madurai,2018-11-01,2472,0.13,593.28
Bakery,Biscuits,Cumbum,2016-12-21,1253,0.18,488.67
"Eggs, Meat & Fish",Eggs,Tenkasi,2018-12-18,2474,0.27,692.72
Beverages,Soft Drinks,Kanyakumari,2016-07-17,2307,0.23,115.35
"Eggs, Meat & Fish",Mutton,Kanyakumari,2018-09-03,1686,0.21,236.04
Beverages,Health Drinks,Pudukottai,2015-12-12,867,0.29,286.11
Fruits & Veggies,Organic Fruits,Perambalur,2018-06-30,1001,0.35,220.22
"Eggs, Meat & Fish",Eggs,Dharmapuri,2018-04-25,1896,0.14,701.52
Beverages,Health Drinks,Tirunelveli,2015-11-24,1400,0.34,378.0
Beverages,Health Drinks,Perambalur,2016-10-23,555,0.11,94.35
"Eggs, Meat & Fish",Mutton,Pudukottai,2018-12-03,567,0.14,164.43
Bakery,Biscuits,Coimbatore,2016-07-14,1764,0.35,740.88
Snacks,Cookies,Virudhunagar,2015-09-26,2368,0.18,568.32
Fruits & Veggies,Organic Fruits,Madurai,2017-01-21,1991,0.19,796.4
Oil & Masala,Edible Oil & Ghee,Coimbatore,2017-11-05,1439,0.15,316.58
Snacks,Chocolates,Perambalur,2016-07-25,1579,0.26,663.18
Snacks,Chocolates,Chennai,2016-04-13,568,0.3,39.76
Food Grains,Rice,Cumbum,2017-05-05,924,0.35,101.64
Bakery,Biscuits,Madurai,2016-10-23,668,0.24,133.6
Beverages,Health Drinks,Pudukottai,2015-07-22,1188,0.18,154.44
Bakery,Breads & Buns,Karur,2017-09-02,2181,0.18,283.53
Fruits & Veggies,Organic Fruits,Viluppuram,2018-12-03,1946,0.32,252.98
Food Grains,Atta & Flour,Coimbatore,2015-07-22,1707,0.32,238.98
"Eggs, Meat & Fish",Eggs,Pudukottai,2017-07-07,1473,0.19,559.74
Beverages,Health Drinks,Chennai,2018-10-22,1313,0.34,144.43
"Eggs, Meat & Fish",Eggs,Chennai,2017-01-30,1671,0.19,133.68
"Eggs, Meat & Fish",Eggs,Karur,2018-09-09,2468,0.27,518.28
"Eggs, Meat & Fish",Fish,Salem,2015-12-08,1514,0.1,121.12
Snacks,Cookies,Virudhunagar,2018-12-03,1628,0.35,113.96
Bakery,Biscuits,Madurai,2018-03-19,1078,0.25,301.84
Snacks,Noodles,Perambalur,2015-12-12,1811,0.11,796.84
Snacks,Noodles,Cumbum,2017-01-21,1371,0.23,466.14
Beverages,Soft Drinks,Namakkal,2016-10-23,1603,0.11,705.32
Bakery,Breads & Buns,Ooty,2018-09-04,2272,0.26,590.72
Fruits & Veggies,Organic Vegetables,Kanyakumari,2015-12-12,2500,0.14,1025.0
Fruits & Veggies,Fresh Fruits,Tenkasi,2015-12-06,2404,0.14,312.52
Oil & Masala,Spices,Namakkal,2018-12-22,1426,0.17,171.12
Food Grains,Rice,Dharmapuri,2015-11-18,520,0.14,36.4
Food Grains,Organic Staples,Karur,2017-03-19,613,0.35,85.82
Snacks,Noodles,Madurai,2016-07-14,1972,0.24,847.96
Fruits & Veggies,Fresh Fruits,Bodi,2016-11-20,1200,0.16,360.0
Snacks,Noodles,Vellore,2017-12-03,1007,0.2,130.91
Beverages,Soft Drinks,Vellore,2018-03-03,834,0.32,166.8
Oil & Masala,Spices,Pudukottai,2015-04-04,1075,0.16,408.5
Food Grains,Organic Staples,Bodi,2018-08-10,1445,0.3,317.9
Oil & Masala,Spices,Ooty,2017-12-03,2285,0.1,822.6
"Eggs, Meat & Fish",Eggs,Dindigul,2018-12-22,1266,0.35,164.58
Beverages,Health Drinks,Ramanadhapuram,2016-03-08,1881,0.29,695.97
Beverages,Soft Drinks,Namakkal,2017-11-30,1786,0.19,392.92
Fruits & Veggies,Fresh Vegetables,Ooty,2016-10-09,593,0.28,213.48
Fruits & Veggies,Organic Vegetables,Karur,2015-11-10,1658,0.27,149.22
Fruits & Veggies,Organic Vegetables,Vellore,2018-09-25,2412,0.32,337.68
Bakery,Biscuits,Vellore,2018-07-29,1374,0.22,357.24
Snacks,Chocolates,Tirunelveli,2017-12-08,1723,0.21,430.75
Bakery,Cakes,Virudhunagar,2017-09-24,1724,0.13,241.36
"Eggs, Meat & Fish",Eggs,Namakkal,2018-05-29,1207,0.15,458.66
Food Grains,Atta & Flour,Krishnagiri,2017-12-01,2178,0.16,958.32
Bakery,Breads & Buns,Salem,2017-07-31,918,0.35,91.8
Bakery,Breads & Buns,Bodi,2015-01-20,1840,0.25,570.4
Fruits & Veggies,Fresh Vegetables,Dharmapuri,2015-01-20,2294,0.24,940.54
Bakery,Breads & Buns,Madurai,2016-05-08,1370,0.26,438.4
Fruits & Veggies,Organic Vegetables,Tirunelveli,2017-05-26,1444,0.27,72.2
Oil & Masala,Masalas,Theni,2018-12-08,2316,0.1,393.72
Beverages,Health Drinks,Nagercoil,2017-04-03,1301,0.11,390.3
Fruits & Veggies,Fresh Vegetables,Kanyakumari,2015-03-28,959,0.21,345.24
Beverages,Health Drinks,Dindigul,2017-08-26,2005,0.16,681.7
Oil & Masala,Spices,Vellore,2016-11-17,1244,0.22,62.2
Food Grains,Organic Staples,Karur,2017-12-29,790,0.35,173.8
Food Grains,Dals & Pulses,Namakkal,2018-06-26,1472,0.14,88.32
Bakery,Breads & Buns,Namakkal,2018-05-27,2424,0.12,242.4
Oil & Masala,Spices,Chennai,2018-03-21,2451,0.23,245.1
Food Grains,Organic Staples,Chennai,2017-12-29,1193,0.24,477.2
Oil & Masala,Spices,Salem,2016-03-08,1113,0.11,311.64
Food Grains,Atta & Flour,Coimbatore,2017-12-08,1698,0.2,679.2
Fruits & Veggies,Organic Vegetables,Pudukottai,2016-09-13,1392,0.35,612.48
Food Grains,Dals & Pulses,Ooty,2016-03-08,937,0.24,215.51
Fruits & Veggies,Organic Vegetables,Coimbatore,2016-11-09,774,0.29,224.46
Snacks,Chocolates,Madurai,2015-06-16,1872,0.11,299.52
Beverages,Soft Drinks,Perambalur,2016-05-31,1592,0.3,350.24
Beverages,Soft Drinks,Ramanadhapuram,2017-09-13,1464,0.3,424.56
Snacks,Noodles,Virudhunagar,2016-01-19,2000,0.34,460.0
Food Grains,Atta & Flour,Karur,2016-07-02,938,0.35,234.5
Oil & Masala,Edible Oil & Ghee,Vellore,2015-05-26,2305,0.31,668.45
Beverages,Soft Drinks,Chennai,2018-11-18,1220,0.32,353.8
Bakery,Cakes,Karur,2018-05-22,2319,0.3,602.94
Food Grains,Organic Staples,Pudukottai,2015-11-16,1482,0.25,592.8
Bakery,Cakes,Dharmapuri,2016-09-07,1257,0.33,540.51
Oil & Masala,Spices,Ooty,2016-06-16,531,0.18,238.95
Oil & Masala,Spices,Dindigul,2016-04-26,2077,0.31,436.17
Bakery,Breads & Buns,Kanyakumari,2018-03-27,603,0.17,126.63
Bakery,Breads & Buns,Viluppuram,2016-03-23,1213,0.34,351.77
Beverages,Health Drinks,Trichy,2016-05-07,905,0.26,298.65
"Eggs, Meat & Fish",Chicken,Kanyakumari,2016-04-13,1977,0.25,474.48
Oil & Masala,Spices,Theni,2015-08-05,2175,0.23,674.25
Bakery,Biscuits,Salem,2016-12-20,1512,0.25,151.2
Beverages,Soft Drinks,Kanyakumari,2018-10-10,1732,0.29,433.0
Bakery,Cakes,Karur,2016-04-25,2269,0.15,431.11
Bakery,Biscuits,Pudukottai,2018-04-20,990,0.22,237.6
Oil & Masala,Edible Oil & Ghee,Dharmapuri,2017-05-31,2279,0.29,660.91
Food Grains,Rice,Namakkal,2018-02-16,952,0.16,76.16
"Eggs, Meat & Fish",Mutton,Trichy,2018-11-19,674,0.35,208.94
Oil & Masala,Spices,Viluppuram,2018-12-01,767,0.14,337.48
Beverages,Soft Drinks,Tirunelveli,2018-03-27,1393,0.22,69.65
Beverages,Health Drinks,Theni,2015-04-18,2314,0.19,277.68
Bakery,Cakes,Kanyakumari,2015-03-01,1023,0.35,368.28
Food Grains,Atta & Flour,Dindigul,2015-03-29,1726,0.32,586.84
Fruits & Veggies,Organic Vegetables,Vellore,2017-03-03,2472,0.28,519.12
Bakery,Breads & Buns,Namakkal,2017-09-03,2417,0.15,773.44
Oil & Masala,Masalas,Coimbatore,2016-07-20,1890,0.35,831.6
"Eggs, Meat & Fish",Fish,Salem,2015-11-11,1493,0.16,477.76
"Eggs, Meat & Fish",Eggs,Karur,2018-07-22,1850,0.29,481.0
Fruits & Veggies,Fresh Fruits,Coimbatore,2017-05-02,1455,0.29,640.2
Snacks,Chocolates,Salem,2017-04-08,1881,0.33,225.72
Snacks,Noodles,Ooty,2015-11-07,1141,0.26,136.92
Oil & Masala,Edible Oil & Ghee,Chennai,2018-01-01,1512,0.2,574.56
Oil & Masala,Spices,Tirunelveli,2016-01-19,1619,0.1,226.66
Bakery,Cakes,Dindigul,2018-03-10,2252,0.25,855.76
Food Grains,Atta & Flour,Karur,2016-04-13,2089,0.21,125.34
Beverages,Health Drinks,Coimbatore,2018-07-21,1632,0.19,163.2
"Eggs, Meat & Fish",Chicken,Trichy,2018-12-14,1254,0.25,501.6
Fruits & Veggies,Organic Vegetables,Karur,2016-07-20,1422,0.3,355.5
Snacks,Chocolates,Viluppuram,2017-03-21,1698,0.2,509.4
Snacks,Noodles,Chennai,2015-09-08,1602,0.32,512.64
"Eggs, Meat & Fish",Chicken,Pudukottai,2018-11-25,2178,0.14,261.36
Beverages,Health Drinks,Vellore,2018-09-11,2004,0.34,380.76
Fruits & Veggies,Organic Fruits,Krishnagiri,2017-03-13,2118,0.19,444.78
Oil & Masala,Masalas,Madurai,2016-07-02,711,0.27,291.51
Oil & Masala,Spices,Nagercoil,2015-03-01,2262,0.2,520.26
"Eggs, Meat & Fish",Mutton,Coimbatore,2017-11-05,1132,0.21,203.76
Fruits & Veggies,Fresh Vegetables,Virudhunagar,2018-11-17,1865,0.26,279.75
Snacks,Cookies,Dindigul,2016-11-13,1570,0.34,188.4
Beverages,Soft Drinks,Coimbatore,2018-10-19,2314,0.14,439.66
Bakery,Breads & Buns,Ramanadhapuram,2015-06-20,1866,0.23,205.26
Bakery,Breads & Buns,Vellore,2018-03-27,1871,0.23,841.95
Oil & Masala,Edible Oil & Ghee,Dharmapuri,2017-11-05,1182,0.33,425.52
Oil & Masala,Spices,Kanyakumari,2018-01-30,1820,0.15,509.6
Beverages,Soft Drinks,Trichy,2018-10-19,1220,0.31,317.2
Snacks,Noodles,Virudhunagar,2017-03-06,888,0.28,222.0
Snacks,Noodles,Vellore,2015-05-30,2031,0.11,264.03
Oil & Masala,Edible Oil & Ghee,Theni,2017-01-30,1577,0.28,78.85
Fruits & Veggies,Fresh Vegetables,Viluppuram,2017-09-08,1709,0.32,170.9
Bakery,Breads & Buns,Coimbatore,2015-12-06,1471,0.2,250.07
Snacks,Cookies,Dindigul,2018-11-23,2258,0.25,699.98
Oil & Masala,Spices,Karur,2018-02-16,2003,0.25,300.45
Bakery,Breads & Buns,Tenkasi,2016-12-17,1511,0.28,438.19
Oil & Masala,Edible Oil & Ghee,Pudukottai,2017-05-27,2022,0.25,384.18
Food Grains,Rice,Vellore,2015-05-25,592,0.34,100.64
Snacks,Noodles,Dindigul,2015-11-11,1612,0.18,435.24
Oil & Masala,Spices,Bodi,2017-09-08,1810,0.29,307.7
Bakery,Breads & Buns,Namakkal,2017-11-19,883,0.16,114.79
Beverages,Health Drinks,Tirunelveli,2018-12-03,1358,0.25,611.1
Food Grains,Rice,Virudhunagar,2017-02-27,1540,0.33,123.2
Beverages,Soft Drinks,Bodi,2018-02-09,1525,0.15,640.5
Bakery,Breads & Buns,Pudukottai,2015-12-16,1169,0.35,233.8
Beverages,Soft Drinks,Vellore,2015-12-06,2182,0.12,829.16
"Eggs, Meat & Fish",Chicken,Viluppuram,2015-12-29,1822,0.22,637.7
Oil & Masala,Masalas,Bodi,2017-05-27,1375,0.26,275.0
Bakery,Breads & Buns,Ramanadhapuram,2017-05-31,2039,0.19,734.04
Beverages,Soft Drinks,Bodi,2017-01-07,1140,0.16,478.8
Beverages,Soft Drinks,Chennai,2015-11-12,832,0.23,58.24
Beverages,Health Drinks,Dharmapuri,2015-10-03,904,0.2,343.52
Snacks,Noodles,Tirunelveli,2017-11-04,1054,0.13,432.14
Bakery,Biscuits,Theni,2015-01-07,1280,0.12,358.4
Beverages,Health Drinks,Chennai,2015-07-26,2188,0.1,765.8
Snacks,Cookies,Dindigul,2016-05-12,661,0.34,218.13
Bakery,Biscuits,Namakkal,2017-11-04,1377,0.32,481.95
Fruits & Veggies,Fresh Vegetables,Vellore,2018-05-29,1792,0.27,430.08
Bakery,Cakes,Salem,2016-11-28,2482,0.16,446.76
Bakery,Biscuits,Salem,2018-08-26,2478,0.16,594.72
Beverages,Health Drinks,Cumbum,2017-03-06,669,0.28,140.49
Food Grains,Atta & Flour,Dindigul,2018-04-20,1697,0.3,135.76
Oil & Masala,Edible Oil & Ghee,Vellore,2018-09-03,876,0.27,324.12
Bakery,Breads & Buns,Madurai,2017-11-07,1037,0.19,435.54
Fruits & Veggies,Organic Vegetables,Madurai,2016-12-31,2051,0.32,512.75
Fruits & Veggies,Fresh Fruits,Krishnagiri,2016-11-07,581,0.35,87.15
Beverages,Soft Drinks,Chennai,2018-01-01,1583,0.28,601.54
Fruits & Veggies,Organic Fruits,Bodi,2017-10-13,1011,0.15,323.52
Fruits & Veggies,Organic Vegetables,Nagercoil,2015-12-27,1275,0.32,344.25
"Eggs, Meat & Fish",Chicken,Dindigul,2015-03-01,527,0.23,237.15
Fruits & Veggies,Organic Vegetables,Vellore,2018-12-04,2343,0.27,820.05
Fruits & Veggies,Fresh Fruits,Pudukottai,2017-09-04,1893,0.22,700.41
"Eggs, Meat & Fish",Fish,Ooty,2018-06-30,1751,0.35,490.28
Food Grains,Rice,Perambalur,2018-11-21,636,0.31,248.04
"Eggs, Meat & Fish",Eggs,Dindigul,2018-07-27,2484,0.1,645.84
Food Grains,Organic Staples,Krishnagiri,2017-12-01,880,0.18,167.2
Bakery,Cakes,Theni,2017-02-16,1634,0.32,408.5
Beverages,Health Drinks,Karur,2016-07-09,1794,0.24,717.6
Food Grains,Rice,Namakkal,2018-10-12,2355,0.3,117.75
Bakery,Cakes,Salem,2018-12-17,1558,0.32,186.96
Beverages,Health Drinks,Ooty,2015-09-15,713,0.18,128.34
Food Grains,Atta & Flour,Pudukottai,2017-09-02,1621,0.2,437.67
Oil & Masala,Spices,Krishnagiri,2018-05-18,1925,0.11,827.75
Oil & Masala,Edible Oil & Ghee,Kanyakumari,2015-06-04,1566,0.34,657.72
Bakery,Breads & Buns,Tenkasi,2015-06-04,832,0.11,208.0
Fruits & Veggies,Organic Fruits,Krishnagiri,2018-12-18,824,0.25,123.6
Food Grains,Rice,Kanyakumari,2016-11-13,575,0.27,247.25
"Eggs, Meat & Fish",Mutton,Namakkal,2015-09-20,2224,0.15,511.52
Oil & Masala,Edible Oil & Ghee,Namakkal,2016-04-27,1153,0.31,230.6
Oil & Masala,Edible Oil & Ghee,Ooty,2018-12-04,1139,0.24,136.68
Bakery,Biscuits,Pudukottai,2018-12-04,1168,0.21,58.4
Beverages,Soft Drinks,Ramanadhapuram,2016-11-14,2491,0.27,548.02
Food Grains,Dals & Pulses,Cumbum,2017-05-26,1257,0.34,565.65
Food Grains,Rice,Pudukottai,2015-09-20,1314,0.18,118.26
Fruits & Veggies,Fresh Vegetables,Namakkal,2017-09-17,1213,0.34,145.56
Snacks,Noodles,Ooty,2017-09-17,2369,0.25,615.94
Fruits & Veggies,Fresh Fruits,Kanyakumari,2016-11-28,2068,0.3,434.28
Food Grains,Atta & Flour,Pudukottai,2016-12-04,1020,0.21,163.2
Snacks,Noodles,Vellore,2017-09-18,1474,0.28,397.98
Fruits & Veggies,Fresh Fruits,Nagercoil,2017-09-01,1599,0.22,399.75
Oil & Masala,Masalas,Chennai,2016-05-08,1159,0.15,278.16
Oil & Masala,Masalas,Chennai,2015-09-22,1975,0.1,829.5
Fruits & Veggies,Fresh Fruits,Salem,2016-02-06,1333,0.3,213.28
Fruits & Veggies,Organic Fruits,Namakkal,2015-05-07,512,0.19,92.16
Beverages,Soft Drinks,Namakkal,2017-11-14,1125,0.1,202.5
Snacks,Noodles,Namakkal,2015-08-26,822,0.21,246.6
Beverages,Soft Drinks,Bodi,2016-12-06,1354,0.16,514.52
"Eggs, Meat & Fish",Fish,Chennai,2017-05-19,1445,0.1,621.35
Beverages,Soft Drinks,Cumbum,2018-11-17,2024,0.3,809.6
Bakery,Biscuits,Karur,2017-12-14,1823,0.17,674.51
Bakery,Cakes,Ooty,2018-10-12,1118,0.12,290.68
Beverages,Soft Drinks,Vellore,2016-11-01,2153,0.33,839.67
Snacks,Chocolates,Chennai,2015-11-01,1121,0.33,257.83
"Eggs, Meat & Fish",Eggs,Perambalur,2015-11-02,1905,0.24,819.15
Bakery,Breads & Buns,Karur,2017-05-07,1592,0.29,525.36
Bakery,Cakes,Salem,2017-03-29,2175,0.2,891.75
Food Grains,Organic Staples,Dindigul,2017-05-19,1586,0.12,269.62
"Eggs, Meat & Fish",Fish,Cumbum,2017-03-08,2139,0.23,513.36
Oil & Masala,Edible Oil & Ghee,Nagercoil,2016-02-06,519,0.16,41.52
Food Grains,Organic Staples,Ramanadhapuram,2017-12-24,530,0.16,190.8
Bakery,Cakes,Krishnagiri,2018-09-20,2134,0.14,128.04
Bakery,Biscuits,Coimbatore,2016-12-04,1907,0.35,247.91
Bakery,Breads & Buns,Trichy,2017-09-18,1269,0.16,558.36
Bakery,Breads & Buns,Nagercoil,2018-10-08,1785,0.24,642.6
Oil & Masala,Masalas,Tenkasi,2016-11-01,2317,0.34,1042.65
Oil & Masala,Spices,Krishnagiri,2018-03-24,1510,0.34,151.0
Snacks,Chocolates,Tenkasi,2016-05-08,1729,0.32,708.89
Food Grains,Dals & Pulses,Namakkal,2016-09-17,1069,0.13,203.11
Beverages,Health Drinks,Theni,2018-12-24,987,0.11,227.01
Snacks,Cookies,Karur,2016-11-02,1318,0.17,579.92
Bakery,Biscuits,Viluppuram,2017-02-16,2007,0.26,501.75
Snacks,Noodles,Viluppuram,2018-09-20,1075,0.2,408.5
Bakery,Cakes,Kanyakumari,2017-05-07,1399,0.23,587.58
"Eggs, Meat & Fish",Chicken,Trichy,2015-09-22,2232,0.29,870.48
Oil & Masala,Edible Oil & Ghee,Virudhunagar,2018-06-12,2259,0.24,135.54
Beverages,Health Drinks,Madurai,2016-12-04,1485,0.22,163.35
Fruits & Veggies,Organic Fruits,Karur,2018-09-20,711,0.3,255.96
Snacks,Cookies,Trichy,2017-03-31,1217,0.34,389.44
Fruits & Veggies,Fresh Vegetables,Theni,2017-04-01,755,0.3,256.7
Bakery,Biscuits,Kanyakumari,2015-03-25,1864,0.18,428.72
Oil & Masala,Masalas,Kanyakumari,2017-08-21,1255,0.12,539.65
Snacks,Cookies,Ooty,2017-12-25,1236,0.17,432.6
Oil & Masala,Edible Oil & Ghee,Virudhunagar,2018-12-18,1975,0.34,177.75
Beverages,Soft Drinks,Ramanadhapuram,2018-09-20,2224,0.27,978.56
Oil & Masala,Edible Oil & Ghee,Nagercoil,2017-10-27,2227,0.23,133.62
Snacks,Cookies,Nagercoil,2017-03-10,758,0.17,257.72
Fruits & Veggies,Fresh Fruits,Virudhunagar,2018-02-06,2059,0.1,905.96
Snacks,Cookies,Tenkasi,2016-06-29,995,0.19,447.75
Oil & Masala,Masalas,Karur,2015-06-21,2101,0.15,735.35
Fruits & Veggies,Fresh Fruits,Krishnagiri,2017-06-21,1382,0.34,234.94
Oil & Masala,Masalas,Virudhunagar,2016-12-25,1095,0.22,109.5
Food Grains,Organic Staples,Theni,2015-06-04,760,0.21,114.0
Fruits & Veggies,Organic Vegetables,Namakkal,2018-11-24,959,0.25,402.78
Fruits & Veggies,Organic Fruits,Tenkasi,2018-09-09,811,0.23,194.64
Beverages,Soft Drinks,Coimbatore,2017-06-06,1368,0.13,615.6
Bakery,Breads & Buns,Pudukottai,2016-11-20,1177,0.14,506.11
Bakery,Biscuits,Nagercoil,2018-11-20,632,0.23,151.68
Snacks,Cookies,Tenkasi,2017-07-22,722,0.12,238.26
"Eggs, Meat & Fish",Fish,Ooty,2015-07-07,865,0.11,190.3
Bakery,Biscuits,Ramanadhapuram,2016-06-12,2018,0.22,423.78
Food Grains,Dals & Pulses,Trichy,2018-10-30,669,0.3,100.35
Snacks,Cookies,Perambalur,2015-07-14,2038,0.35,366.84
Bakery,Cakes,Karur,2015-11-05,1998,0.18,219.78
Oil & Masala,Edible Oil & Ghee,Vellore,2018-04-14,2365,0.28,733.15
Food Grains,Organic Staples,Dindigul,2018-10-09,980,0.28,245.0
"Eggs, Meat & Fish",Fish,Coimbatore,2017-11-21,1705,0.27,136.4
Fruits & Veggies,Organic Fruits,Madurai,2017-06-06,1350,0.19,283.5
Beverages,Health Drinks,Chennai,2015-12-20,1312,0.28,524.8
Bakery,Biscuits,Tirunelveli,2015-11-18,1602,0.33,656.82
Food Grains,Organic Staples,Theni,2018-04-10,1471,0.31,176.52
Fruits & Veggies,Fresh Vegetables,Virudhunagar,2017-09-30,826,0.31,90.86
Fruits & Veggies,Fresh Vegetables,Tirunelveli,2016-09-17,2349,0.23,845.64
Fruits & Veggies,Organic Vegetables,Cumbum,2016-11-28,1489,0.12,223.35
Food Grains,Atta & Flour,Dindigul,2017-03-14,1919,0.11,537.32
Beverages,Health Drinks,Perambalur,2018-07-14,1954,0.31,820.68
Bakery,Biscuits,Coimbatore,2018-11-20,1367,0.15,123.03
Beverages,Soft Drinks,Coimbatore,2016-09-17,1102,0.19,407.74
Fruits & Veggies,Organic Vegetables,Bodi,2015-11-24,630,0.26,226.8
Oil & Masala,Edible Oil & Ghee,Pudukottai,2017-09-05,573,0.12,183.36
Beverages,Health Drinks,Namakkal,2015-11-17,2185,0.3,218.5
Bakery,Breads & Buns,Perambalur,2016-11-30,589,0.22,229.71
Oil & Masala,Masalas,Salem,2018-12-11,1585,0.27,95.1
Fruits & Veggies,Fresh Fruits,Vellore,2018-05-08,1330,0.15,518.7
Food Grains,Organic Staples,Cumbum,2017-09-24,1624,0.27,519.68
Beverages,Health Drinks,Kanyakumari,2017-09-05,2140,0.33,791.8
Bakery,Breads & Buns,Ramanadhapuram,2017-11-12,1490,0.19,253.3
"Eggs, Meat & Fish",Mutton,Virudhunagar,2015-07-07,1801,0.33,342.19
Snacks,Cookies,Karur,2017-09-05,2019,0.1,706.65
Fruits & Veggies,Organic Fruits,Tenkasi,2018-12-01,2344,0.2,421.92
Bakery,Breads & Buns,Kanyakumari,2018-11-06,1903,0.22,437.69
Fruits & Veggies,Fresh Vegetables,Theni,2017-10-04,2308,0.31,207.72
"Eggs, Meat & Fish",Chicken,Vellore,2015-05-07,989,0.22,197.8
Food Grains,Dals & Pulses,Theni,2017-05-22,859,0.34,377.96
Fruits & Veggies,Organic Fruits,Vellore,2017-03-11,635,0.15,69.85
Snacks,Noodles,Perambalur,2017-11-21,1866,0.25,653.1
Snacks,Cookies,Tenkasi,2015-06-22,2027,0.31,385.13
Bakery,Breads & Buns,Tenkasi,2017-09-05,2246,0.2,539.04
Fruits & Veggies,Organic Fruits,Pudukottai,2018-07-15,1579,0.15,189.48
Food Grains,Atta & Flour,Chennai,2015-05-12,1270,0.28,317.5
Oil & Masala,Masalas,Ooty,2018-07-18,1267,0.11,177.38
Beverages,Health Drinks,Namakkal,2018-12-08,1458,0.17,626.94
"Eggs, Meat & Fish",Chicken,Nagercoil,2015-06-22,750,0.26,75.0
Fruits & Veggies,Organic Vegetables,Trichy,2017-10-31,843,0.21,252.9
Beverages,Soft Drinks,Dharmapuri,2015-11-17,1213,0.15,145.56
Oil & Masala,Spices,Pudukottai,2016-05-03,2019,0.23,383.61
Food Grains,Dals & Pulses,Ramanadhapuram,2017-11-12,573,0.26,148.98
Oil & Masala,Masalas,Tenkasi,2017-11-12,791,0.28,348.04
Oil & Masala,Edible Oil & Ghee,Theni,2017-10-01,2108,0.21,210.8
